|Dart   |Boomer |Bomb   |Tack   |
|Striker|Ice    |Mortar |Alch   |
|Striker|Ice    |Mortar |Druid  |
|Striker|Ice    |Mortar |Spact  |
|Striker|Ice    |Mortar |Village|
|Striker|Ice    |Mortar |Engi   |
|Striker|Ice    |Wizard |Alch   |
|Striker|Ice    |Wizard |Engi   |
|Striker|Ice    |Super  |Ninja  |
|Striker|Ice    |Super  |Spact  |
|Striker|Ice    |Super  |Village|
|Striker|Ice    |Ninja  |Druid  |
|Striker|Ice    |Ninja  |Spact  |
|Striker|Ice    |Ninja  |Village|
|Striker|Ice    |Ninja  |Engi   |
|Striker|Ice    |Alch   |Spact  |
|Striker|Ice    |Alch   |Village|
|Striker|Ice    |Alch   |Engi   |
|Striker|Ice    |Druid  |Spact  |
|Striker|Ice    |Druid  |Village|
|Striker|Ice    |Druid  |Engi   |
|Striker|Ice    |Spact  |Village|
|Striker|Ice    |Spact  |Engi   |
|Striker|Ice    |Village|Engi   |
|Striker|Glue   |Sniper |Sub    |
|Striker|Glue   |Sniper |Bucc   |
|Striker|Glue   |Sniper |Ace    |
|Striker|Glue   |Sniper |Heli   |
|Striker|Glue   |Sniper |Mortar |
|Striker|Glue   |Sniper |Super  |
|Striker|Glue   |Sniper |Ninja  |
|Striker|Glue   |Sniper |Alch   |
|Striker|Glue   |Sniper |Druid  |
|Striker|Glue   |Sniper |Spact  |
|Striker|Glue   |Sniper |Village|
|Striker|Glue   |Sniper |Engi   |
|Striker|Glue   |Sub    |Bucc   |
|Striker|Glue   |Sub    |Ninja  |
|Striker|Glue   |Sub    |Alch   |
|Striker|Glue   |Sub    |Druid  |
|Striker|Glue   |Sub    |Engi   |
|Striker|Glue   |Bucc   |Ninja  |
|Striker|Glue   |Bucc   |Alch   |
|Striker|Glue   |Bucc   |Druid  |
|Striker|Glue   |Bucc   |Spact  |
|Striker|Glue   |Bucc   |Engi   |
|Striker|Glue   |Ace    |Druid  |
|Striker|Glue   |Heli   |Druid  |
|Striker|Glue   |Mortar |Alch   |
|Striker|Glue   |Mortar |Druid  |
|Striker|Glue   |Mortar |Engi   |
|Striker|Glue   |Wizard |Alch   |
|Striker|Glue   |Wizard |Druid  |
|Striker|Glue   |Ninja  |Druid  |
|Striker|Glue   |Ninja  |Spact  |
|Striker|Glue   |Ninja  |Engi   |
|Striker|Glue   |Alch   |Spact  |
|Striker|Glue   |Alch   |Village|
|Striker|Glue   |Alch   |Engi   |
|Striker|Glue   |Druid  |Spact  |
|Striker|Glue   |Druid  |Village|
|Striker|Glue   |Druid  |Engi   |
|Striker|Glue   |Spact  |Engi   |
|Striker|Glue   |Village|Engi   |
|Striker|Sniper |Sub    |Bucc   |
|Striker|Sniper |Sub    |Ace    |
|Striker|Sniper |Sub    |Mortar |
|Striker|Sniper |Sub    |Wizard |
|Striker|Sniper |Sub    |Ninja  |
|Striker|Sniper |Sub    |Alch   |
|Striker|Sniper |Sub    |Druid  |
|Striker|Sniper |Sub    |Spact  |
|Striker|Sniper |Sub    |Village|
|Striker|Sniper |Sub    |Engi   |
|Striker|Sniper |Bucc   |Ace    |
|Striker|Sniper |Bucc   |Ninja  |
|Striker|Sniper |Bucc   |Alch   |
|Striker|Sniper |Bucc   |Druid  |
|Striker|Sniper |Bucc   |Spact  |
|Striker|Sniper |Bucc   |Engi   |
|Striker|Sniper |Ace    |Ninja  |
|Striker|Sniper |Ace    |Alch   |
|Striker|Sniper |Ace    |Druid  |
|Striker|Sniper |Heli   |Druid  |
|Striker|Sniper |Mortar |Ninja  |
|Striker|Sniper |Mortar |Alch   |
|Striker|Sniper |Mortar |Druid  |
|Striker|Sniper |Mortar |Engi   |
|Striker|Sniper |Wizard |Druid  |
|Striker|Sniper |Super  |Ninja  |
|Striker|Sniper |Super  |Druid  |
|Striker|Sniper |Super  |Engi   |
|Striker|Sniper |Ninja  |Druid  |
|Striker|Sniper |Ninja  |Spact  |
|Striker|Sniper |Ninja  |Village|
|Striker|Sniper |Ninja  |Engi   |
|Striker|Sniper |Alch   |Druid  |
|Striker|Sniper |Alch   |Spact  |
|Striker|Sniper |Alch   |Village|
|Striker|Sniper |Alch   |Engi   |
|Striker|Sniper |Druid  |Spact  |
|Striker|Sniper |Druid  |Village|
|Striker|Sniper |Druid  |Engi   |
|Striker|Sniper |Spact  |Engi   |
|Striker|Sniper |Village|Engi   |
|Striker|Sub    |Bucc   |Ninja  |
|Striker|Sub    |Bucc   |Druid  |
|Striker|Sub    |Bucc   |Spact  |
|Striker|Sub    |Bucc   |Engi   |
|Striker|Sub    |Ace    |Druid  |
|Striker|Sub    |Mortar |Ninja  |
|Striker|Sub    |Mortar |Druid  |
|Striker|Sub    |Mortar |Spact  |
|Striker|Sub    |Mortar |Engi   |
|Striker|Sub    |Wizard |Druid  |
|Striker|Sub    |Ninja  |Druid  |
|Striker|Sub    |Ninja  |Spact  |
|Striker|Sub    |Ninja  |Village|
|Striker|Sub    |Ninja  |Engi   |
|Striker|Sub    |Alch   |Druid  |
|Striker|Sub    |Alch   |Spact  |
|Striker|Sub    |Alch   |Village|
|Striker|Sub    |Alch   |Engi   |
|Striker|Sub    |Druid  |Spact  |
|Striker|Sub    |Druid  |Village|
|Striker|Sub    |Druid  |Engi   |
|Striker|Sub    |Spact  |Village|
|Striker|Sub    |Spact  |Engi   |
|Striker|Sub    |Village|Engi   |
|Striker|Bucc   |Ace    |Druid  |
|Striker|Bucc   |Heli   |Druid  |
|Striker|Bucc   |Super  |Druid  |
|Striker|Bucc   |Ninja  |Druid  |
|Striker|Bucc   |Ninja  |Spact  |
|Striker|Bucc   |Ninja  |Engi   |
|Striker|Bucc   |Alch   |Druid  |
|Striker|Bucc   |Alch   |Engi   |
|Striker|Bucc   |Druid  |Engi   |
|Striker|Bucc   |Spact  |Engi   |
|Striker|Ace    |Mortar |Ninja  |
|Striker|Ace    |Mortar |Druid  |
|Striker|Ace    |Ninja  |Druid  |
|Striker|Ace    |Ninja  |Village|
|Striker|Ace    |Alch   |Druid  |
|Striker|Ace    |Alch   |Village|
|Striker|Mortar |Super  |Druid  |
|Striker|Mortar |Ninja  |Druid  |
|Striker|Mortar |Ninja  |Village|
|Striker|Mortar |Ninja  |Engi   |
|Striker|Mortar |Alch   |Druid  |
|Striker|Mortar |Alch   |Village|
|Striker|Mortar |Alch   |Engi   |
|Striker|Mortar |Druid  |Spact  |
|Striker|Mortar |Druid  |Village|
|Striker|Mortar |Druid  |Engi   |
|Striker|Mortar |Spact  |Engi   |
|Striker|Mortar |Village|Engi   |
|Striker|Wizard |Alch   |Engi   |
|Striker|Wizard |Druid  |Engi   |
|Striker|Super  |Ninja  |Druid  |
|Striker|Super  |Alch   |Village|
|Striker|Super  |Alch   |Engi   |
|Striker|Super  |Druid  |Village|
|Striker|Super  |Druid  |Engi   |
|Striker|Ninja  |Druid  |Spact  |
|Striker|Ninja  |Druid  |Village|
|Striker|Ninja  |Druid  |Engi   |
|Striker|Ninja  |Spact  |Village|
|Striker|Ninja  |Spact  |Engi   |
|Striker|Ninja  |Village|Engi   |
|Striker|Alch   |Druid  |Village|
|Striker|Alch   |Druid  |Engi   |
|Striker|Alch   |Spact  |Village|
|Striker|Alch   |Spact  |Engi   |
|Striker|Alch   |Village|Engi   |
|Striker|Druid  |Spact  |Village|
|Striker|Druid  |Spact  |Engi   |
|Striker|Druid  |Village|Engi   |
|Striker|Spact  |Village|Engi   |
|Obyn   |Dart   |Boomer |Bomb   |
|Obyn   |Dart   |Boomer |Tack   |
|Obyn   |Dart   |Boomer |Ice    |
|Obyn   |Dart   |Boomer |Glue   |
|Obyn   |Dart   |Boomer |Sniper |
|Obyn   |Dart   |Boomer |Sub    |
|Obyn   |Dart   |Boomer |Bucc   |
|Obyn   |Dart   |Boomer |Ninja  |
|Obyn   |Dart   |Boomer |Alch   |
|Obyn   |Dart   |Boomer |Druid  |
|Obyn   |Dart   |Boomer |Engi   |
|Obyn   |Dart   |Bomb   |Tack   |
|Obyn   |Dart   |Bomb   |Ice    |
|Obyn   |Dart   |Bomb   |Glue   |
|Obyn   |Dart   |Bomb   |Sniper |
|Obyn   |Dart   |Bomb   |Sub    |
|Obyn   |Dart   |Bomb   |Bucc   |
|Obyn   |Dart   |Bomb   |Mortar |
|Obyn   |Dart   |Bomb   |Ninja  |
|Obyn   |Dart   |Bomb   |Alch   |
|Obyn   |Dart   |Bomb   |Druid  |
|Obyn   |Dart   |Bomb   |Spact  |
|Obyn   |Dart   |Bomb   |Engi   |
|Obyn   |Dart   |Tack   |Ice    |
|Obyn   |Dart   |Tack   |Glue   |
|Obyn   |Dart   |Tack   |Sniper |
|Obyn   |Dart   |Tack   |Sub    |
|Obyn   |Dart   |Tack   |Bucc   |
|Obyn   |Dart   |Tack   |Ninja  |
|Obyn   |Dart   |Tack   |Alch   |
|Obyn   |Dart   |Tack   |Druid  |
|Obyn   |Dart   |Tack   |Engi   |
|Obyn   |Dart   |Ice    |Glue   |
|Obyn   |Dart   |Ice    |Sniper |
|Obyn   |Dart   |Ice    |Sub    |
|Obyn   |Dart   |Ice    |Bucc   |
|Obyn   |Dart   |Ice    |Ninja  |
|Obyn   |Dart   |Ice    |Alch   |
|Obyn   |Dart   |Ice    |Druid  |
|Obyn   |Dart   |Ice    |Spact  |
|Obyn   |Dart   |Ice    |Engi   |
|Obyn   |Dart   |Glue   |Sniper |
|Obyn   |Dart   |Glue   |Sub    |
|Obyn   |Dart   |Glue   |Bucc   |
|Obyn   |Dart   |Glue   |Mortar |
|Obyn   |Dart   |Glue   |Ninja  |
|Obyn   |Dart   |Glue   |Alch   |
|Obyn   |Dart   |Glue   |Druid  |
|Obyn   |Dart   |Glue   |Spact  |
|Obyn   |Dart   |Glue   |Village|
|Obyn   |Dart   |Glue   |Engi   |
|Obyn   |Dart   |Sniper |Sub    |
|Obyn   |Dart   |Sniper |Bucc   |
|Obyn   |Dart   |Sniper |Mortar |
|Obyn   |Dart   |Sniper |Ninja  |
|Obyn   |Dart   |Sniper |Alch   |
|Obyn   |Dart   |Sniper |Druid  |
|Obyn   |Dart   |Sniper |Spact  |
|Obyn   |Dart   |Sniper |Village|
|Obyn   |Dart   |Sniper |Engi   |
|Obyn   |Dart   |Sub    |Bucc   |
|Obyn   |Dart   |Sub    |Ninja  |
|Obyn   |Dart   |Sub    |Alch   |
|Obyn   |Dart   |Sub    |Druid  |
|Obyn   |Dart   |Sub    |Spact  |
|Obyn   |Dart   |Sub    |Village|
|Obyn   |Dart   |Sub    |Engi   |
|Obyn   |Dart   |Bucc   |Ninja  |
|Obyn   |Dart   |Bucc   |Alch   |
|Obyn   |Dart   |Bucc   |Druid  |
|Obyn   |Dart   |Bucc   |Spact  |
|Obyn   |Dart   |Bucc   |Engi   |
|Obyn   |Dart   |Mortar |Ninja  |
|Obyn   |Dart   |Mortar |Druid  |
|Obyn   |Dart   |Mortar |Engi   |
|Obyn   |Dart   |Ninja  |Druid  |
|Obyn   |Dart   |Ninja  |Spact  |
|Obyn   |Dart   |Ninja  |Village|
|Obyn   |Dart   |Ninja  |Engi   |
|Obyn   |Dart   |Alch   |Druid  |
|Obyn   |Dart   |Alch   |Village|
|Obyn   |Dart   |Alch   |Engi   |
|Obyn   |Dart   |Druid  |Engi   |
|Obyn   |Dart   |Spact  |Engi   |
|Obyn   |Dart   |Village|Engi   |
|Obyn   |Boomer |Bomb   |Tack   |
|Obyn   |Boomer |Bomb   |Ice    |
|Obyn   |Boomer |Bomb   |Glue   |
|Obyn   |Boomer |Bomb   |Sniper |
|Obyn   |Boomer |Bomb   |Sub    |
|Obyn   |Boomer |Bomb   |Bucc   |
|Obyn   |Boomer |Bomb   |Mortar |
|Obyn   |Boomer |Bomb   |Ninja  |
|Obyn   |Boomer |Bomb   |Alch   |
|Obyn   |Boomer |Bomb   |Druid  |
|Obyn   |Boomer |Bomb   |Spact  |
|Obyn   |Boomer |Bomb   |Engi   |
|Obyn   |Boomer |Tack   |Ice    |
|Obyn   |Boomer |Tack   |Glue   |
|Obyn   |Boomer |Tack   |Sniper |
|Obyn   |Boomer |Tack   |Sub    |
|Obyn   |Boomer |Tack   |Bucc   |
|Obyn   |Boomer |Tack   |Mortar |
|Obyn   |Boomer |Tack   |Ninja  |
|Obyn   |Boomer |Tack   |Alch   |
|Obyn   |Boomer |Tack   |Druid  |
|Obyn   |Boomer |Tack   |Spact  |
|Obyn   |Boomer |Tack   |Engi   |
|Obyn   |Boomer |Ice    |Glue   |
|Obyn   |Boomer |Ice    |Sniper |
|Obyn   |Boomer |Ice    |Sub    |
|Obyn   |Boomer |Ice    |Bucc   |
|Obyn   |Boomer |Ice    |Mortar |
|Obyn   |Boomer |Ice    |Ninja  |
|Obyn   |Boomer |Ice    |Alch   |
|Obyn   |Boomer |Ice    |Druid  |
|Obyn   |Boomer |Ice    |Spact  |
|Obyn   |Boomer |Ice    |Engi   |
|Obyn   |Boomer |Glue   |Sniper |
|Obyn   |Boomer |Glue   |Sub    |
|Obyn   |Boomer |Glue   |Bucc   |
|Obyn   |Boomer |Glue   |Mortar |
|Obyn   |Boomer |Glue   |Ninja  |
|Obyn   |Boomer |Glue   |Alch   |
|Obyn   |Boomer |Glue   |Druid  |
|Obyn   |Boomer |Glue   |Engi   |
|Obyn   |Boomer |Sniper |Sub    |
|Obyn   |Boomer |Sniper |Bucc   |
|Obyn   |Boomer |Sniper |Mortar |
|Obyn   |Boomer |Sniper |Ninja  |
|Obyn   |Boomer |Sniper |Alch   |
|Obyn   |Boomer |Sniper |Druid  |
|Obyn   |Boomer |Sniper |Spact  |
|Obyn   |Boomer |Sniper |Engi   |
|Obyn   |Boomer |Sub    |Bucc   |
|Obyn   |Boomer |Sub    |Mortar |
|Obyn   |Boomer |Sub    |Ninja  |
|Obyn   |Boomer |Sub    |Druid  |
|Obyn   |Boomer |Sub    |Spact  |
|Obyn   |Boomer |Sub    |Engi   |
|Obyn   |Boomer |Bucc   |Ninja  |
|Obyn   |Boomer |Bucc   |Druid  |
|Obyn   |Boomer |Bucc   |Engi   |
|Obyn   |Boomer |Mortar |Ninja  |
|Obyn   |Boomer |Mortar |Alch   |
|Obyn   |Boomer |Mortar |Druid  |
|Obyn   |Boomer |Mortar |Engi   |
|Obyn   |Boomer |Ninja  |Druid  |
|Obyn   |Boomer |Ninja  |Engi   |
|Obyn   |Boomer |Alch   |Druid  |
|Obyn   |Boomer |Alch   |Engi   |
|Obyn   |Boomer |Druid  |Engi   |
|Obyn   |Boomer |Spact  |Engi   |
|Obyn   |Bomb   |Tack   |Ice    |
|Obyn   |Bomb   |Tack   |Glue   |
|Obyn   |Bomb   |Tack   |Sniper |
|Obyn   |Bomb   |Tack   |Sub    |
|Obyn   |Bomb   |Tack   |Bucc   |
|Obyn   |Bomb   |Tack   |Mortar |
|Obyn   |Bomb   |Tack   |Ninja  |
|Obyn   |Bomb   |Tack   |Alch   |
|Obyn   |Bomb   |Tack   |Druid  |
|Obyn   |Bomb   |Tack   |Spact  |
|Obyn   |Bomb   |Tack   |Village|
|Obyn   |Bomb   |Tack   |Engi   |
|Obyn   |Bomb   |Ice    |Glue   |
|Obyn   |Bomb   |Ice    |Sniper |
|Obyn   |Bomb   |Ice    |Sub    |
|Obyn   |Bomb   |Ice    |Bucc   |
|Obyn   |Bomb   |Ice    |Ace    |
|Obyn   |Bomb   |Ice    |Mortar |
|Obyn   |Bomb   |Ice    |Ninja  |
|Obyn   |Bomb   |Ice    |Alch   |
|Obyn   |Bomb   |Ice    |Druid  |
|Obyn   |Bomb   |Ice    |Spact  |
|Obyn   |Bomb   |Ice    |Village|
|Obyn   |Bomb   |Ice    |Engi   |
|Obyn   |Bomb   |Glue   |Sniper |
|Obyn   |Bomb   |Glue   |Sub    |
|Obyn   |Bomb   |Glue   |Bucc   |
|Obyn   |Bomb   |Glue   |Ace    |
|Obyn   |Bomb   |Glue   |Mortar |
|Obyn   |Bomb   |Glue   |Ninja  |
|Obyn   |Bomb   |Glue   |Alch   |
|Obyn   |Bomb   |Glue   |Druid  |
|Obyn   |Bomb   |Glue   |Spact  |
|Obyn   |Bomb   |Glue   |Village|
|Obyn   |Bomb   |Glue   |Engi   |
|Obyn   |Bomb   |Sniper |Sub    |
|Obyn   |Bomb   |Sniper |Bucc   |
|Obyn   |Bomb   |Sniper |Ace    |
|Obyn   |Bomb   |Sniper |Mortar |
|Obyn   |Bomb   |Sniper |Ninja  |
|Obyn   |Bomb   |Sniper |Alch   |
|Obyn   |Bomb   |Sniper |Druid  |
|Obyn   |Bomb   |Sniper |Spact  |
|Obyn   |Bomb   |Sniper |Village|
|Obyn   |Bomb   |Sniper |Engi   |
|Obyn   |Bomb   |Sub    |Bucc   |
|Obyn   |Bomb   |Sub    |Mortar |
|Obyn   |Bomb   |Sub    |Ninja  |
|Obyn   |Bomb   |Sub    |Alch   |
|Obyn   |Bomb   |Sub    |Druid  |
|Obyn   |Bomb   |Sub    |Spact  |
|Obyn   |Bomb   |Sub    |Engi   |
|Obyn   |Bomb   |Bucc   |Ninja  |
|Obyn   |Bomb   |Bucc   |Alch   |
|Obyn   |Bomb   |Bucc   |Druid  |
|Obyn   |Bomb   |Bucc   |Engi   |
|Obyn   |Bomb   |Ace    |Mortar |
|Obyn   |Bomb   |Ace    |Spact  |
|Obyn   |Bomb   |Ace    |Village|
|Obyn   |Bomb   |Mortar |Ninja  |
|Obyn   |Bomb   |Mortar |Alch   |
|Obyn   |Bomb   |Mortar |Druid  |
|Obyn   |Bomb   |Mortar |Spact  |
|Obyn   |Bomb   |Mortar |Village|
|Obyn   |Bomb   |Mortar |Engi   |
|Obyn   |Bomb   |Ninja  |Druid  |
|Obyn   |Bomb   |Ninja  |Engi   |
|Obyn   |Bomb   |Alch   |Druid  |
|Obyn   |Bomb   |Alch   |Village|
|Obyn   |Bomb   |Alch   |Engi   |
|Obyn   |Bomb   |Druid  |Village|
|Obyn   |Bomb   |Druid  |Engi   |
|Obyn   |Bomb   |Spact  |Village|
|Obyn   |Bomb   |Spact  |Engi   |
|Obyn   |Bomb   |Village|Engi   |
|Obyn   |Tack   |Ice    |Glue   |
|Obyn   |Tack   |Ice    |Sniper |
|Obyn   |Tack   |Ice    |Sub    |
|Obyn   |Tack   |Ice    |Bucc   |
|Obyn   |Tack   |Ice    |Mortar |
|Obyn   |Tack   |Ice    |Ninja  |
|Obyn   |Tack   |Ice    |Alch   |
|Obyn   |Tack   |Ice    |Druid  |
|Obyn   |Tack   |Ice    |Spact  |
|Obyn   |Tack   |Ice    |Village|
|Obyn   |Tack   |Ice    |Engi   |
|Obyn   |Tack   |Glue   |Sniper |
|Obyn   |Tack   |Glue   |Sub    |
|Obyn   |Tack   |Glue   |Bucc   |
|Obyn   |Tack   |Glue   |Mortar |
|Obyn   |Tack   |Glue   |Ninja  |
|Obyn   |Tack   |Glue   |Alch   |
|Obyn   |Tack   |Glue   |Druid  |
|Obyn   |Tack   |Glue   |Spact  |
|Obyn   |Tack   |Glue   |Engi   |
|Obyn   |Tack   |Sniper |Sub    |
|Obyn   |Tack   |Sniper |Bucc   |
|Obyn   |Tack   |Sniper |Mortar |
|Obyn   |Tack   |Sniper |Ninja  |
|Obyn   |Tack   |Sniper |Alch   |
|Obyn   |Tack   |Sniper |Druid  |
|Obyn   |Tack   |Sniper |Spact  |
|Obyn   |Tack   |Sniper |Village|
|Obyn   |Tack   |Sniper |Engi   |
|Obyn   |Tack   |Sub    |Bucc   |
|Obyn   |Tack   |Sub    |Ninja  |
|Obyn   |Tack   |Sub    |Druid  |
|Obyn   |Tack   |Sub    |Spact  |
|Obyn   |Tack   |Sub    |Engi   |
|Obyn   |Tack   |Bucc   |Ninja  |
|Obyn   |Tack   |Bucc   |Alch   |
|Obyn   |Tack   |Bucc   |Druid  |
|Obyn   |Tack   |Bucc   |Engi   |
|Obyn   |Tack   |Mortar |Ninja  |
|Obyn   |Tack   |Mortar |Alch   |
|Obyn   |Tack   |Mortar |Druid  |
|Obyn   |Tack   |Mortar |Village|
|Obyn   |Tack   |Mortar |Engi   |
|Obyn   |Tack   |Wizard |Engi   |
|Obyn   |Tack   |Ninja  |Druid  |
|Obyn   |Tack   |Ninja  |Engi   |
|Obyn   |Tack   |Alch   |Druid  |
|Obyn   |Tack   |Alch   |Engi   |
|Obyn   |Tack   |Druid  |Engi   |
|Obyn   |Tack   |Spact  |Engi   |
|Obyn   |Tack   |Village|Engi   |
|Obyn   |Ice    |Glue   |Sniper |
|Obyn   |Ice    |Glue   |Sub    |
|Obyn   |Ice    |Glue   |Bucc   |
|Obyn   |Ice    |Glue   |Ace    |
|Obyn   |Ice    |Glue   |Mortar |
|Obyn   |Ice    |Glue   |Ninja  |
|Obyn   |Ice    |Glue   |Alch   |
|Obyn   |Ice    |Glue   |Druid  |
|Obyn   |Ice    |Glue   |Spact  |
|Obyn   |Ice    |Glue   |Village|
|Obyn   |Ice    |Glue   |Engi   |
|Obyn   |Ice    |Sniper |Sub    |
|Obyn   |Ice    |Sniper |Bucc   |
|Obyn   |Ice    |Sniper |Ace    |
|Obyn   |Ice    |Sniper |Mortar |
|Obyn   |Ice    |Sniper |Ninja  |
|Obyn   |Ice    |Sniper |Alch   |
|Obyn   |Ice    |Sniper |Druid  |
|Obyn   |Ice    |Sniper |Spact  |
|Obyn   |Ice    |Sniper |Village|
|Obyn   |Ice    |Sniper |Engi   |
|Obyn   |Ice    |Sub    |Bucc   |
|Obyn   |Ice    |Sub    |Mortar |
|Obyn   |Ice    |Sub    |Ninja  |
|Obyn   |Ice    |Sub    |Alch   |
|Obyn   |Ice    |Sub    |Druid  |
|Obyn   |Ice    |Sub    |Spact  |
|Obyn   |Ice    |Sub    |Engi   |
|Obyn   |Ice    |Bucc   |Ninja  |
|Obyn   |Ice    |Bucc   |Alch   |
|Obyn   |Ice    |Bucc   |Druid  |
|Obyn   |Ice    |Bucc   |Spact  |
|Obyn   |Ice    |Bucc   |Engi   |
|Obyn   |Ice    |Ace    |Spact  |
|Obyn   |Ice    |Ace    |Village|
|Obyn   |Ice    |Mortar |Ninja  |
|Obyn   |Ice    |Mortar |Alch   |
|Obyn   |Ice    |Mortar |Druid  |
|Obyn   |Ice    |Mortar |Spact  |
|Obyn   |Ice    |Mortar |Village|
|Obyn   |Ice    |Mortar |Engi   |
|Obyn   |Ice    |Wizard |Alch   |
|Obyn   |Ice    |Wizard |Engi   |
|Obyn   |Ice    |Ninja  |Druid  |
|Obyn   |Ice    |Ninja  |Spact  |
|Obyn   |Ice    |Ninja  |Village|
|Obyn   |Ice    |Ninja  |Engi   |
|Obyn   |Ice    |Alch   |Druid  |
|Obyn   |Ice    |Alch   |Village|
|Obyn   |Ice    |Alch   |Engi   |
|Obyn   |Ice    |Druid  |Village|
|Obyn   |Ice    |Druid  |Engi   |
|Obyn   |Ice    |Spact  |Village|
|Obyn   |Ice    |Spact  |Engi   |
|Obyn   |Ice    |Village|Engi   |
|Obyn   |Glue   |Sniper |Sub    |
|Obyn   |Glue   |Sniper |Bucc   |
|Obyn   |Glue   |Sniper |Ace    |
|Obyn   |Glue   |Sniper |Mortar |
|Obyn   |Glue   |Sniper |Ninja  |
|Obyn   |Glue   |Sniper |Alch   |
|Obyn   |Glue   |Sniper |Druid  |
|Obyn   |Glue   |Sniper |Spact  |
|Obyn   |Glue   |Sniper |Village|
|Obyn   |Glue   |Sniper |Engi   |
|Obyn   |Glue   |Sub    |Bucc   |
|Obyn   |Glue   |Sub    |Ninja  |
|Obyn   |Glue   |Sub    |Alch   |
|Obyn   |Glue   |Sub    |Druid  |
|Obyn   |Glue   |Sub    |Engi   |
|Obyn   |Glue   |Bucc   |Ninja  |
|Obyn   |Glue   |Bucc   |Alch   |
|Obyn   |Glue   |Bucc   |Druid  |
|Obyn   |Glue   |Bucc   |Spact  |
|Obyn   |Glue   |Bucc   |Engi   |
|Obyn   |Glue   |Mortar |Alch   |
|Obyn   |Glue   |Mortar |Druid  |
|Obyn   |Glue   |Mortar |Engi   |
|Obyn   |Glue   |Ninja  |Druid  |
|Obyn   |Glue   |Ninja  |Spact  |
|Obyn   |Glue   |Ninja  |Engi   |
|Obyn   |Glue   |Alch   |Druid  |
|Obyn   |Glue   |Alch   |Village|
|Obyn   |Glue   |Alch   |Engi   |
|Obyn   |Glue   |Druid  |Engi   |
|Obyn   |Glue   |Spact  |Engi   |
|Obyn   |Glue   |Village|Engi   |
|Obyn   |Sniper |Sub    |Bucc   |
|Obyn   |Sniper |Sub    |Mortar |
|Obyn   |Sniper |Sub    |Wizard |
|Obyn   |Sniper |Sub    |Ninja  |
|Obyn   |Sniper |Sub    |Alch   |
|Obyn   |Sniper |Sub    |Druid  |
|Obyn   |Sniper |Sub    |Spact  |
|Obyn   |Sniper |Sub    |Village|
|Obyn   |Sniper |Sub    |Engi   |
|Obyn   |Sniper |Bucc   |Ninja  |
|Obyn   |Sniper |Bucc   |Alch   |
|Obyn   |Sniper |Bucc   |Druid  |
|Obyn   |Sniper |Bucc   |Spact  |
|Obyn   |Sniper |Bucc   |Engi   |
|Obyn   |Sniper |Mortar |Ninja  |
|Obyn   |Sniper |Mortar |Alch   |
|Obyn   |Sniper |Mortar |Druid  |
|Obyn   |Sniper |Mortar |Engi   |
|Obyn   |Sniper |Ninja  |Druid  |
|Obyn   |Sniper |Ninja  |Spact  |
|Obyn   |Sniper |Ninja  |Engi   |
|Obyn   |Sniper |Alch   |Druid  |
|Obyn   |Sniper |Alch   |Village|
|Obyn   |Sniper |Alch   |Engi   |
|Obyn   |Sniper |Druid  |Village|
|Obyn   |Sniper |Druid  |Engi   |
|Obyn   |Sniper |Spact  |Engi   |
|Obyn   |Sniper |Village|Engi   |
|Obyn   |Sub    |Bucc   |Ninja  |
|Obyn   |Sub    |Bucc   |Druid  |
|Obyn   |Sub    |Bucc   |Spact  |
|Obyn   |Sub    |Bucc   |Engi   |
|Obyn   |Sub    |Mortar |Ninja  |
|Obyn   |Sub    |Mortar |Druid  |
|Obyn   |Sub    |Mortar |Spact  |
|Obyn   |Sub    |Mortar |Engi   |
|Obyn   |Sub    |Ninja  |Druid  |
|Obyn   |Sub    |Ninja  |Engi   |
|Obyn   |Sub    |Alch   |Village|
|Obyn   |Sub    |Alch   |Engi   |
|Obyn   |Sub    |Druid  |Engi   |
|Obyn   |Sub    |Spact  |Engi   |
|Obyn   |Sub    |Village|Engi   |
|Obyn   |Bucc   |Ninja  |Druid  |
|Obyn   |Bucc   |Ninja  |Spact  |
|Obyn   |Bucc   |Ninja  |Engi   |
|Obyn   |Bucc   |Alch   |Engi   |
|Obyn   |Bucc   |Druid  |Engi   |
|Obyn   |Bucc   |Spact  |Engi   |
|Obyn   |Mortar |Ninja  |Druid  |
|Obyn   |Mortar |Ninja  |Village|
|Obyn   |Mortar |Ninja  |Engi   |
|Obyn   |Mortar |Alch   |Druid  |
|Obyn   |Mortar |Alch   |Village|
|Obyn   |Mortar |Alch   |Engi   |
|Obyn   |Mortar |Druid  |Village|
|Obyn   |Mortar |Druid  |Engi   |
|Obyn   |Mortar |Spact  |Engi   |
|Obyn   |Mortar |Village|Engi   |
|Obyn   |Wizard |Alch   |Engi   |
|Obyn   |Ninja  |Druid  |Engi   |
|Obyn   |Ninja  |Spact  |Engi   |
|Obyn   |Ninja  |Village|Engi   |
|Obyn   |Alch   |Druid  |Village|
|Obyn   |Alch   |Village|Engi   |
|Obyn   |Druid  |Village|Engi   |
|Obyn   |Spact  |Village|Engi   |
|Pat    |Dart   |Boomer |Bomb   |
|Pat    |Dart   |Boomer |Tack   |
|Pat    |Dart   |Boomer |Ice    |
|Pat    |Dart   |Boomer |Glue   |
|Pat    |Dart   |Boomer |Sniper |
|Pat    |Dart   |Boomer |Bucc   |
